Αρχικό σήμα, FCS, Σήμα προς αποστολή, Λαμβανόμενο σήμα, Έλεγχος από τον αλγόριθμο, Πραγματικός έλεγχος, Bits που αλλοιώθηκαν
01110001011001100000, 10100, 0111000101100110000010100, 0111000101100110000010100, True, True, 0
11111011110100101101, 00011, 1111101111010010110100011, 1111101111010010110100011, True, True, 0
00011001001001000011, 10000, 0001100100100100001110000, 0001100100100100001110000, True, True, 0
01100001101011001111, 00100, 0110000110101100111100100, 0110000110101100111100100, True, True, 0
10011110101010011101, 11110, 1001111010101001110111110, 1001111010101001110111110, True, True, 0
00101101101010111011, 01100, 0010110110101011101101100, 0010110110101011101101100, True, True, 0
10000111010000000110, 10000, 1000011101000000011010000, 1000011101000000011010000, True, True, 0
11000011001110101111, 11000, 1100001100111010111111000, 1100001100111010111111000, True, True, 0
00010011010000000011, 11000, 0001001101000000001111000, 0001001101000000001111000, True, True, 0
11010111101110110000, 11011, 1101011110111011000011011, 1101011110111011000011011, True, True, 0
00110110100001000111, 00001, 0011011010000100011100001, 0011011010000100011100001, True, True, 0
11010001110010001111, 11100, 1101000111001000111111100, 1101000111001000111111100, True, True, 0
11001110001110101100, 10011, 1100111000111010110010011, 1100111000111010110010011, True, True, 0
10011100000101010111, 11000, 1001110000010101011111000, 1001110000010101011111000, True, True, 0
10110011110100101000, 11110, 1011001111010010100011110, 1011001111010010100011110, True, True, 0
10100010101100000011, 00101, 1010001010110000001100101, 1010001010110000001100101, True, True, 0
01100011011100101110, 00010, 0110001101110010111000010, 0110001101110010111000010, True, True, 0
10101110000000011101, 01110, 1010111000000001110101110, 1010111000000001110101110, True, True, 0
00011101000110010111, 10111, 0001110100011001011110111, 0001110100011001011110111, True, True, 0
11110000000101101011, 00011, 1111000000010110101100011, 1111000000010110101100011, True, True, 0
00010101010010000110, 00010, 0001010101001000011000010, 0001010101001000011000010, True, True, 0
01101000000001010010, 00000, 0110100000000101001000000, 0110100000000101001000000, True, True, 0
00101011000011001101, 01000, 0010101100001100110101000, 0010101100001100110101000, True, True, 0
11010111010010101100, 01011, 1101011101001010110001011, 1101011101001010110001011, True, True, 0
00011010010101100010, 11000, 0001101001010110001011000, 0001101001010110001011000, True, True, 0
01001100100111010101, 01001, 0100110010011101010101001, 0100110010011101010101001, True, True, 0
11010000000011100011, 01111, 1101000000001110001101111, 1101000000001110001101111, True, True, 0
11001011110001111101, 01101, 1100101111000111110101101, 1100101111000111110101101, True, True, 0
00010001010011011110, 10011, 0001000101001101111010011, 0001000101001101111010011, True, True, 0
10100011100011111100, 01101, 1010001110001111110001101, 1010001110001111110001101, True, True, 0
00010101110010011111, 11010, 0001010111001001111111010, 0001010111001001111111010, True, True, 0
11100010100011100100, 10000, 1110001010001110010010000, 1110001010001110010010000, True, True, 0
10000101011011101101, 01011, 1000010101101110110101011, 1000010101101110110101011, True, True, 0
01111001110101100001, 00001, 0111100111010110000100001, 0111100111010110000100001, True, True, 0
01100010000011011101, 10110, 0110001000001101110110110, 0110001000001101110110110, True, True, 0
11100110110100011110, 01001, 1110011011010001111001001, 1110011011010001111001001, True, True, 0
11100001101001010100, 00100, 1110000110100101010000100, 1110000110100101010000100, True, True, 0
00011100011000101101, 01110, 0001110001100010110101110, 0001110001100010110101110, True, True, 0
00111110110001110000, 01010, 0011111011000111000001010, 0011111011000111000001010, True, True, 0
10000111111010011010, 10000, 1000011111101001101010000, 1000011111101001101010000, True, True, 0
11110101111001110110, 10010, 1111010111100111011010010, 1111010111100111011010010, True, True, 0
01101001101000101010, 11010, 0110100110100010101011010, 0110100110100010101011010, True, True, 0
00011101110100111010, 00111, 0001110111010011101000111, 0001110111010011101000111, True, True, 0
11100000101100110101, 10001, 1110000010110011010110001, 1110000010110011010110001, True, True, 0
11011011010101111100, 01000, 1101101101010111110001000, 1101101101010111110001000, True, True, 0
10101100010011101000, 10101, 1010110001001110100010101, 1010110001001110100010101, True, True, 0
00110101100010011000, 10001, 0011010110001001100010001, 0011010110001001100010001, True, True, 0
01011000101101110001, 01100, 0101100010110111000101100, 0101100010110111000101100, True, True, 0
10010100100000011001, 01110, 1001010010000001100101110, 1001010010000001100101110, True, True, 0
10011101000011010100, 00111, 1001110100001101010000111, 1001110100001101010000111, True, True, 0
01010011101101110110, 10100, 0101001110110111011010100, 0101001110110111011010100, True, True, 0
11111010111010011101, 10010, 1111101011101001110110010, 1111101011101001110110010, True, True, 0
11010011110001010011, 00010, 1101001111000101001100010, 1101001111000101001100010, True, True, 0
00010110101111010111, 11000, 0001011010111101011111000, 0001011010111101011111000, True, True, 0
10010001101110101100, 10001, 1001000110111010110010001, 1001000110111010110010001, True, True, 0
10011111111111001010, 00000, 1001111111111100101000000, 1001111111111100101000000, True, True, 0
10010100110110011010, 10100, 1001010011011001101010100, 1001010011011001101010100, True, True, 0
00110110011101111011, 10110, 0011011001110111101110110, 0011011001110111101110110, True, True, 0
00111101000111000010, 10101, 0011110100011100001010101, 0011110100011100001010101, True, True, 0
10001010011001000000, 10001, 1000101001100100000010001, 1000101001100100000010001, True, True, 0
00100010111101010010, 11111, 0010001011110101001011111, 0010001011110101001011111, True, True, 0
10001111011010011110, 01100, 1000111101101001111001100, 1000111101101001111001100, True, True, 0
00001110001000101000, 00110, 0000111000100010100000110, 0000111000100010100000110, True, True, 0
10111111000000010111, 11100, 1011111100000001011111100, 1011111100000001011111100, True, True, 0
10001000000000100100, 00000, 1000100000000010010000000, 1000100000000010010000000, True, True, 0
10110101100000001000, 01101, 1011010110000000100001101, 1011010110000000100001101, True, True, 0
01100111010100110101, 01101, 0110011101010011010101101, 0110011101010011010101101, True, True, 0
11000100011111011111, 10101, 1100010001111101111110101, 1100010001111101111110101, True, True, 0
00010111101001101101, 11010, 0001011110100110110111010, 0001011110100110110111010, True, True, 0
00111001000000101101, 01010, 0011100100000010110101010, 0011100100000010110101010, True, True, 0
01101101000000100100, 10000, 0110110100000010010010000, 0110110100000010010010000, True, True, 0
10100101111011000000, 01101, 1010010111101100000001101, 1010010111101100000001101, True, True, 0
01000110011110001100, 11001, 0100011001111000110011001, 0100011001111000110011001, True, True, 0
11110000001111111101, 01000, 1111000000111111110101000, 1111000000111111110101000, True, True, 0
11110110000110110110, 11000, 1111011000011011011011000, 1111011000011011011011000, True, True, 0
11001011110111111000, 00010, 1100101111011111100000010, 1100101111011111100000010, True, True, 0
00000111111111010010, 11100, 0000011111111101001011100, 0000011111111101001011100, True, True, 0
10000000100110101011, 10001, 1000000010011010101110001, 1000000010011010101110001, True, True, 0
10111000011101101000, 10001, 1011100001110110100010001, 1011100001110110100010001, True, True, 0
11101101001100100101, 01011, 1110110100110010010101011, 1110110100110010010101011, True, True, 0
10100101111110111110, 10010, 1010010111111011111010010, 1010010111111011111010010, True, True, 0
00010001110001010010, 10000, 0001000111000101001010000, 0001000111000101001010000, True, True, 0
10100101010111011001, 00010, 1010010101011101100100010, 1010010101011101100100010, True, True, 0
10010100000110000001, 10010, 1001010000011000000110010, 1001010000011000000110010, True, True, 0
11011001111111101011, 11100, 1101100111111110101111100, 1101100111111110101111100, True, True, 0
11000011000010111101, 01001, 1100001100001011110101001, 1100001100001011110101001, True, True, 0
01101011010000110000, 11011, 0110101101000011000011011, 0110101101000011000011011, True, True, 0
11111010111111100011, 01101, 1111101011111110001101101, 1111101011111110001101101, True, True, 0
01110001001101010101, 11000, 0111000100110101010111000, 0111000100110101010111000, True, True, 0
10001010101110011101, 11100, 1000101010111001110111100, 1000101010111001110111100, True, True, 0
00101110101110000110, 11011, 0010111010111000011011011, 0010111010111000011011011, True, True, 0
10001010001100111100, 10000, 1000101000110011110010000, 1000101000110011110010000, True, True, 0
00110001100110010011, 10000, 0011000110011001001110000, 0011000110011001001110000, True, True, 0
01100110000000000010, 11010, 0110011000000000001011010, 0110011000000000001011010, True, True, 0
00110001111011100010, 00011, 0011000111101110001000011, 0011000111101110001000011, True, True, 0
00110101001010011100, 00010, 0011010100101001110000010, 0011010100101001110000010, True, True, 0
01111010001000010001, 01001, 0111101000100001000101001, 0111101000100001000101001, True, True, 0
11110011111111000110, 00101, 1111001111111100011000101, 1111001111111100011000101, True, True, 0
00110100001111010110, 01100, 0011010000111101011001100, 0011010000111101011001100, True, True, 0
00011000001011001101, 01010, 0001100000101100110101010, 0001100000101100110101010, True, True, 0
11001011110110110111, 11011, 1100101111011011011111011, 1100101111011011011111011, True, True, 0
01011001100110101011, 10000, 0101100110011010101110000, 0101100110011010101110000, True, True, 0
00100001101100000110, 01110, 0010000110110000011001110, 0010000110110000011001110, True, True, 0
01011111011010111111, 01110, 0101111101101011111101110, 0101111101101011111101110, True, True, 0
10111100010001010000, 11110, 1011110001000101000011110, 1011110001000101000011110, True, True, 0
11000000010000000101, 10000, 1100000001000000010110000, 1100000001000000010110000, True, True, 0
01101100011000011100, 00111, 0110110001100001110000111, 0110110001100001110000111, True, True, 0
00110001001000111011, 01000, 0011000100100011101101000, 0011000100100011101101000, True, True, 0
01111000111001101100, 11010, 0111100011100110110011010, 0111100011100110110011010, True, True, 0
01111001001100101101, 01011, 0111100100110010110101011, 0111100100110010110101011, True, True, 0
00011100001110010000, 01000, 0001110000111001000001000, 0001110000111001000001000, True, True, 0
11101001010001000111, 11011, 1110100101000100011111011, 1110100101000100011111011, True, True, 0
01010011010100011001, 10011, 0101001101010001100110011, 0101001101010001100110011, True, True, 0
10110001111011101100, 11000, 1011000111101110110011000, 1011000111101110110011000, True, True, 0
01100110111000101110, 11001, 0110011011100010111011001, 0110011011100010111011001, True, True, 0
00011001110111010011, 00001, 0001100111011101001100001, 0001100111011101001100001, True, True, 0
11111101010001011011, 10000, 1111110101000101101110000, 1110110101000101101110000, False, False, 1
10011000011000110000, 10110, 1001100001100011000010110, 1001100001100011000010110, True, True, 0
01011001011000111101, 10101, 0101100101100011110110101, 0101100101100011110110101, True, True, 0
10001111011110001110, 11000, 1000111101111000111011000, 1000111101111000111011000, True, True, 0
10010111100001111111, 11111, 1001011110000111111111111, 1001011110000111111111111, True, True, 0
00101110000011000101, 01010, 0010111000001100010101010, 0010111000001100010101010, True, True, 0
00001000101111110000, 01100, 0000100010111111000001100, 0000100010111111000001100, True, True, 0
01001010011010000010, 10011, 0100101001101000001010011, 0100101001101000001010011, True, True, 0
10010001100110010000, 01000, 1001000110011001000001000, 1001000110011001000001000, True, True, 0
00011101010101000001, 01001, 0001110101010100000101001, 0001110101010100000101001, True, True, 0
11111000101111101001, 01101, 1111100010111110100101101, 1111100010111110100101101, True, True, 0
00001000110001101011, 00011, 0000100011000110101100011, 0000100011000110101100011, True, True, 0
00010110100001000011, 00001, 0001011010000100001100001, 0001011010000100001100001, True, True, 0
01010110101101000110, 11110, 0101011010110100011011110, 0101011010110100011011110, True, True, 0
01000010101101100001, 10111, 0100001010110110000110111, 0100001010110110000110111, True, True, 0
00011101110101111011, 11100, 0001110111010111101111100, 0001110111010111101111100, True, True, 0
11000101000100100101, 01111, 1100010100010010010101111, 1100010100010010010101111, True, True, 0
00101010011011011000, 10000, 0010101001101101100010000, 0010101001101101100010000, True, True, 0
11110001110001101111, 00010, 1111000111000110111100010, 1111000111000110111100010, True, True, 0
11011101100010001111, 11000, 1101110110001000111111000, 1101110110001000111111000, True, True, 0
10110101100101100110, 01011, 1011010110010110011001011, 1011010110010110011001011, True, True, 0
10101001101010110110, 01101, 1010100110101011011001101, 1010100110101011011001101, True, True, 0
11111110110110111011, 00110, 1111111011011011101100110, 1111111011011011101100110, True, True, 0
00101111101001000001, 00001, 0010111110100100000100001, 0010111110100100000100001, True, True, 0
01110110000101000100, 10010, 0111011000010100010010010, 0111011000010100010010010, True, True, 0
11111101100100011010, 00101, 1111110110010001101000101, 1111110110010001101000101, True, True, 0
00000101100110011110, 11100, 0000010110011001111011100, 0000010110011001111011100, True, True, 0
01100001100111011011, 00001, 0110000110011101101100001, 0110000110011101101100001, True, True, 0
01111000010011000001, 10001, 0111100001001100000110001, 0111100001001100000110001, True, True, 0
00111111111011111011, 10100, 0011111111101111101110100, 0011111111101111101110100, True, True, 0
01001101011011001100, 00011, 0100110101101100110000011, 0100110101101100110000011, True, True, 0
10101000001100101101, 11111, 1010100000110010110111111, 1010100000110010110111111, True, True, 0
00100111001000110111, 10010, 0010011100100011011110010, 0010011100100011011110010, True, True, 0
10010100000100011101, 01010, 1001010000010001110101010, 1001010000010001110101010, True, True, 0
10010000101111111111, 01000, 1001000010111111111101000, 1001000010111111111101000, True, True, 0
10111010101001111011, 00100, 1011101010100111101100100, 1011101010100111101100100, True, True, 0
11011001111101001110, 11001, 1101100111110100111011001, 1101100111110100111011001, True, True, 0
10011100101101110011, 01100, 1001110010110111001101100, 1001110010110111001101100, True, True, 0
01001110000010010100, 10101, 0100111000001001010010101, 0100111000001001010010101, True, True, 0
11111000111100101000, 01011, 1111100011110010100001011, 1111000011110010100001011, False, False, 1
10011010100100000010, 01011, 1001101010010000001001011, 1001101010010000001001011, True, True, 0
00111101101011100011, 10010, 0011110110101110001110010, 0011110110101110001110010, True, True, 0
01011000110011011011, 01000, 0101100011001101101101000, 0101100011001101101101000, True, True, 0
10111000101010100011, 10001, 1011100010101010001110001, 1011100010101010001110001, True, True, 0
10000100000110011011, 11101, 1000010000011001101111101, 1000010000011001101111101, True, True, 0
00010000010001011001, 01010, 0001000001000101100101010, 0001000001000101100101010, True, True, 0
10000010100110111100, 00001, 1000001010011011110000001, 1000001010011011110000001, True, True, 0
10110100001000110101, 00111, 1011010000100011010100111, 1011010000100011010100111, True, True, 0
11110001000110111001, 10011, 1111000100011011100110011, 1111000100011011100110011, True, True, 0
11110111011001100100, 11110, 1111011101100110010011110, 1111011101100110010011110, True, True, 0
11101011101100100100, 00100, 1110101110110010010000100, 1110101110110010010000100, True, True, 0
00110000011000001110, 01101, 0011000001100000111001101, 0011000001100000111001101, True, True, 0
00001101101100100101, 01101, 0000110110110010010101101, 0000110110110010010101101, True, True, 0
11100111001010000010, 00001, 1110011100101000001000001, 1110011100101000001000001, True, True, 0
11101010100000100011, 10110, 1110101010000010001110110, 1110101010000010001110110, True, True, 0
00011001010010111111, 11010, 0001100101001011111111010, 0001100101001011111111010, True, True, 0
00001011001001111001, 10000, 0000101100100111100110000, 0000101100100111100110000, True, True, 0
10000110100001000101, 10011, 1000011010000100010110011, 1000011010000100010110011, True, True, 0
01101100011110100011, 11111, 0110110001111010001111111, 0110110001111010001111111, True, True, 0
11010001100010111111, 00011, 1101000110001011111100011, 1101000110001011111100011, True, True, 0
11001000010101101010, 10110, 1100100001010110101010110, 1100100001010110101010110, True, True, 0
11010000110101100111, 10110, 1101000011010110011110110, 1101000011010110011110110, True, True, 0
00001000111011101011, 00101, 0000100011101110101100101, 0000100011101110101100101, True, True, 0
10000101000001110111, 11100, 1000010100000111011111100, 1000010100000111011111100, True, True, 0
11101100111110000101, 10111, 1110110011111000010110111, 1110110011111000010110111, True, True, 0
01111101111110110101, 01011, 0111110111111011010101011, 0111110111111011010101011, True, True, 0
11000110011011010000, 00111, 1100011001101101000000111, 1100011001101101000000111, True, True, 0
01111101011010111101, 10010, 0111110101101011110110010, 0111110101101011110110010, True, True, 0
01100101111010101110, 01001, 0110010111101010111001001, 0110010111101010111001001, True, True, 0
01101011111100111101, 00110, 0110101111110011110100110, 0110101111110011110100110, True, True, 0
00100110100100000001, 01001, 0010011010010000000101001, 0010011010010000000101001, True, True, 0
10101110101001101000, 11000, 1010111010100110100011000, 1010111010100110100011000, True, True, 0
10011110100000010110, 00100, 1001111010000001011000100, 1001111010000001011000100, True, True, 0
11011110000101110100, 01011, 1101111000010111010001011, 1101111000010111010001011, True, True, 0
11001111101011110100, 11001, 1100111110101111010011001, 1100111110101111010011001, True, True, 0
11000110101010110110, 11001, 1100011010101011011011001, 1100011010101011011011001, True, True, 0
00110000101101111111, 00110, 0011000010110111111100110, 0011000010110111111100110, True, True, 0
00101110011010101110, 00100, 0010111001101010111000100, 0010111001101010111000100, True, True, 0
11111110010111110100, 11101, 1111111001011111010011101, 1111111001011111010011101, True, True, 0
00011000100101011011, 01110, 0001100010010101101101110, 0001100010010101101101110, True, True, 0
11110100101000110010, 10010, 1111010010100011001010010, 1111010010100011001010010, True, True, 0
11010110100000110010, 01011, 1101011010000011001001011, 1101011010000011001001011, True, True, 0
11100010001110000000, 00111, 1110001000111000000000111, 1110001000111000000000111, True, True, 0
11101101010101010111, 11111, 1110110101010101011111111, 1110110101010101011111111, True, True, 0
00111001010100100111, 01111, 0011100101010010011101111, 0011100101010010011101111, True, True, 0
10110101010010000111, 00101, 1011010101001000011100101, 1011010101001000011100101, True, True, 0
01110101101100011001, 11001, 0111010110110001100111001, 0111010110110001100111001, True, True, 0
01100110001110010000, 10111, 0110011000111001000010111, 0110011000111001000010111, True, True, 0
10011100001011101111, 11011, 1001110000101110111111011, 1001110000101110111111011, True, True, 0
00001010010110110101, 01101, 0000101001011011010101101, 0000101001011011010101101, True, True, 0
11001011111000101011, 10100, 1100101111100010101110100, 1100101111100010101110100, True, True, 0
11111000110000100000, 01010, 1111100011000010000001010, 1111100011000010000001010, True, True, 0
01010000001011010110, 01100, 0101000000101101011001100, 0101000000101101011001100, True, True, 0
01011100011010010111, 10011, 0101110001101001011110011, 0101110001101001011110011, True, True, 0
00110100010100110010, 01001, 0011010001010011001001001, 0011010001010011001001001, True, True, 0
11111111111110001100, 00111, 1111111111111000110000111, 1111111111111000110000111, True, True, 0
00101101000101001100, 10100, 0010110100010100110010100, 0010110100010100110010100, True, True, 0
11100111111001000110, 11011, 1110011111100100011011011, 1110011111100100011011011, True, True, 0
10011101010011001100, 01001, 1001110101001100110001001, 1001110101001100110001001, True, True, 0
11100001111110101001, 01100, 1110000111111010100101100, 1110000111111010100101100, True, True, 0
10100011101111111101, 01111, 1010001110111111110101111, 1010001110111111110101111, True, True, 0
11011101001011111110, 00101, 1101110100101111111000101, 1101110100101111111000101, True, True, 0
11111001001001100101, 00111, 1111100100100110010100111, 1111100100100110010100111, True, True, 0
11010111110111001110, 10010, 1101011111011100111010010, 1101011111011100111010010, True, True, 0
10111011110000001001, 10100, 1011101111000000100110100, 1011101111000000100110100, True, True, 0
10001011100000011001, 11000, 1000101110000001100111000, 1000101110000001100111000, True, True, 0
00111010011111000001, 11000, 0011101001111100000111000, 0011101001111100000111000, True, True, 0
10010011010010001000, 00001, 1001001101001000100000001, 1001001101001000100000001, True, True, 0
00111001000101110001, 01101, 0011100100010111000101101, 0011100100010111000101101, True, True, 0
00001011110110000011, 00001, 0000101111011000001100001, 0000101111011000001100001, True, True, 0
10111100110100001000, 10000, 1011110011010000100010000, 1011110011010000100010000, True, True, 0
11011111101100111101, 11010, 1101111110110011110111010, 1101111110110011110111010, True, True, 0
10011110100000010011, 11010, 1001111010000001001111010, 1001111010000001001111010, True, True, 0
11010010110111110110, 01110, 1101001011011111011001110, 1101001011011111011001110, True, True, 0
10010011000011110101, 11000, 1001001100001111010111000, 1001001100001111010111000, True, True, 0
00010111001011000011, 00001, 0001011100101100001100001, 0001011100101100001100001, True, True, 0
10000111100000101000, 10110, 1000011110000010100010110, 1000011110000010100010110, True, True, 0
00100100010111101110, 00000, 0010010001011110111000000, 0010010001011110111000000, True, True, 0
11111010100011111101, 00000, 1111101010001111110100000, 1111101010001111110100000, True, True, 0
01110011100100111110, 11101, 0111001110010011111011101, 0111001110010011111011101, True, True, 0
00110100011011011111, 00011, 0011010001101101111100011, 0011010001101101111100011, True, True, 0
01000010001000111100, 00111, 0100001000100011110000111, 0100001000100011110000111, True, True, 0
00000010110000001110, 01001, 0000001011000000111001001, 0000001011000000111001001, True, True, 0
00100000010111111110, 01001, 0010000001011111111001001, 0010000001011111111001001, True, True, 0
10100110000100001100, 11010, 1010011000010000110011010, 1010011000010000110011010, True, True, 0
01101101100110100001, 11101, 0110110110011010000111101, 0110110110011010000111101, True, True, 0
01110100011010011101, 00100, 0111010001101001110100100, 0111010001101001110100100, True, True, 0
10000011101101000111, 01111, 1000001110110100011101111, 0000001110110100011101111, False, False, 1
10000001100101110000, 00010, 1000000110010111000000010, 1000000010010111000000010, False, False, 1
00101100000011001101, 10100, 0010110000001100110110100, 0010110000001100110110100, True, True, 0
10011111110001001110, 00000, 1001111111000100111000000, 1001111111000100111000000, True, True, 0
01100011000000100001, 00011, 0110001100000010000100011, 0110001100000010000100011, True, True, 0
10001100000001110011, 00110, 1000110000000111001100110, 1000110000000111001100110, True, True, 0
10101110100111001001, 00001, 1010111010011100100100001, 1010111010011100100100001, True, True, 0
01000000010001010010, 11111, 0100000001000101001011111, 0100000001000101001011111, True, True, 0
11111101110011110000, 10101, 1111110111001111000010101, 1111110111001111000010101, True, True, 0
11000011110000010100, 10010, 1100001111000001010010010, 1100001111000001010010010, True, True, 0
01010100110001010011, 00111, 0101010011000101001100111, 0101010011000101001100111, True, True, 0
10110110010010110010, 01001, 1011011001001011001001001, 1011011001001011001001001, True, True, 0
01000110010011011111, 10011, 0100011001001101111110011, 0100011001001101111110011, True, True, 0
01000111010100101111, 10110, 0100011101010010111110110, 0100011101010010111110110, True, True, 0
00100101011000100110, 10111, 0010010101100010011010111, 0010010101100010011010111, True, True, 0
01010000010010110010, 10101, 0101000001001011001010101, 0101000001001011001010101, True, True, 0
10010010110111101110, 10111, 1001001011011110111010111, 1001001011011110111010111, True, True, 0
00001001011101111011, 01011, 0000100101110111101101011, 0000100101110111101101011, True, True, 0
10001110110010010110, 00110, 1000111011001001011000110, 1000111011001001011000110, True, True, 0
00000111011000011100, 00011, 0000011101100001110000011, 0000011101100001110000011, True, True, 0
10000010011010011011, 10011, 1000001001101001101110011, 1000001001101001101110011, True, True, 0
01010001100010000001, 00110, 0101000110001000000100110, 0101000110001000000100110, True, True, 0
00010000110110000100, 00110, 0001000011011000010000110, 0001000011011000010000110, True, True, 0
00100101011111100011, 10110, 0010010101111110001110110, 0010010101111110001110110, True, True, 0
01011000010010100010, 11001, 0101100001001010001011001, 0101100001001010001011001, True, True, 0
00101001111100101100, 10100, 0010100111110010110010100, 0010100111110010110010100, True, True, 0
00001101010100011001, 10111, 0000110101010001100110111, 0000110101010001100110111, True, True, 0
11000001100110011111, 10110, 1100000110011001111110110, 1100000110011001111110110, True, True, 0
11101101101110001001, 01111, 1110110110111000100101111, 1110110110111000100101111, True, True, 0
11001011010011011011, 00000, 1100101101001101101100000, 1100101101001101101100000, True, True, 0
10101001000100111011, 01100, 1010100100010011101101100, 1010100100010011101101100, True, True, 0
10101100100110011001, 11110, 1010110010011001100111110, 1010110010011001100111110, True, True, 0
11010011001101101001, 00001, 1101001100110110100100001, 1101001100110110100100001, True, True, 0
00100111000000001001, 10100, 0010011100000000100110100, 0010011100000000100110100, True, True, 0
01010110100001110000, 00011, 0101011010000111000000011, 0101011010000111000000011, True, True, 0
11111001010100000010, 11001, 1111100101010000001011001, 1111100101010000001011001, True, True, 0
00111010101010101101, 00010, 0011101010101010110100010, 0011101010101010110100010, True, True, 0
10010100011110100111, 11010, 1001010001111010011111010, 1001010001111010011111010, True, True, 0
11000101011110001101, 11001, 1100010101111000110111001, 1100010101111000110111001, True, True, 0
00111010010011111010, 01101, 0011101001001111101001101, 0011101001001111101001101, True, True, 0
11000000111011011100, 00000, 1100000011101101110000000, 1100000011101101110000000, True, True, 0
10001010100011011101, 00101, 1000101010001101110100101, 1000101010001101110100101, True, True, 0
01110101001011111111, 10111, 0111010100101111111110111, 0111010100101111111110111, True, True, 0
10111001010100101111, 00000, 1011100101010010111100000, 1011100101010010111100000, True, True, 0
00001100001111010011, 10011, 0000110000111101001110011, 0000110000111101001110011, True, True, 0
01011000110010001000, 10101, 0101100011001000100010101, 0101100011001000100010101, True, True, 0
10100110000101100010, 10001, 1010011000010110001010001, 1010011000010110001010001, True, True, 0
01011110100000011011, 00011, 0101111010000001101100011, 0101111010000001101100011, True, True, 0
10100111110010011100, 10101, 1010011111001001110010101, 1010011111001001110010101, True, True, 0
10000001111010010001, 10100, 1000000111101001000110100, 1000000111101001000110100, True, True, 0
00001010111110011100, 10001, 0000101011111001110010001, 0000101011111001110010001, True, True, 0
00011100111101011010, 10000, 0001110011110101101010000, 0001110011110101101010000, True, True, 0
00011000011101111011, 10000, 0001100001110111101110000, 0001100001110111101110000, True, True, 0
10101011100111011001, 01100, 1010101110011101100101100, 1010101110011101100101100, True, True, 0
01100111111001000010, 01001, 0110011111100100001001001, 0110011111100100001001001, True, True, 0
10011000010111111000, 00101, 1001100001011111100000101, 1001100001011111100000101, True, True, 0
11101010011111110101, 11101, 1110101001111111010111101, 1110101001111111010111101, True, True, 0
00011110101000101101, 00101, 0001111010100010110100101, 0001111010100010110100101, True, True, 0
01101100001011110110, 11010, 0110110000101111011011010, 0110110000101111011011010, True, True, 0
01011010001011001110, 11110, 0101101000101100111011110, 0101101000101100111011110, True, True, 0
10101001010010011010, 01110, 1010100101001001101001110, 1010100101001001101001110, True, True, 0
00101111101001110100, 00001, 0010111110100111010000001, 0010111110100111010000001, True, True, 0
01001000010101110001, 01010, 0100100001010111000101010, 0100100001010111000101010, True, True, 0
10100110011110000001, 10101, 1010011001111000000110101, 1010011001111000000110101, True, True, 0
11110011100110011000, 01011, 1111001110011001100001011, 1111001110011001100001011, True, True, 0
01010101001110011110, 01101, 0101010100111001111001101, 0101010100111001111001101, True, True, 0
11011110011011111011, 10110, 1101111001101111101110110, 1101111001101111101110110, True, True, 0
00000111110101100010, 00100, 0000011111010110001000100, 0000011111010110001000100, True, True, 0
10110000001000101101, 11000, 1011000000100010110111000, 1011000000100010110111000, True, True, 0
10000010100100110000, 00000, 1000001010010011000000000, 1000001010010011000000000, True, True, 0
10100010001100110010, 01100, 1010001000110011001001100, 1010001000110011001001100, True, True, 0
00010100110011011010, 01110, 0001010011001101101001110, 0001010011001101101001110, True, True, 0
10110100011111010110, 10100, 1011010001111101011010100, 1011010001111101011010100, True, True, 0
01011101000111101011, 01100, 0101110100011110101101100, 0101110100011110101101100, True, True, 0
01011101010101111001, 10111, 0101110101010111100110111, 0101110101010111100110111, True, True, 0
01000111001100010110, 10000, 0100011100110001011010000, 0100011100110001011010000, True, True, 0
11111101011111110111, 00001, 1111110101111111011100001, 1111110101111111011100001, True, True, 0
10101110011001001110, 01000, 1010111001100100111001000, 1010111001100100111001000, True, True, 0
10000000000100101000, 00101, 1000000000010010100000101, 1000000000010010100000101, True, True, 0
11110111111011100001, 11110, 1111011111101110000111110, 1111011111101110000111110, True, True, 0
11001011011101111010, 11001, 1100101101110111101011001, 1100101101110111101011001, True, True, 0
10011001101101000100, 00111, 1001100110110100010000111, 1001100110110100010000111, True, True, 0
11111000011101001110, 10100, 1111100001110100111010100, 1111100001110100111010100, True, True, 0
11010100010010010011, 01110, 1101010001001001001101110, 1101010001001001001101110, True, True, 0
01001011000111000101, 01110, 0100101100011100010101110, 0100101100011100010101110, True, True, 0
10110100001000011111, 01001, 1011010000100001111101001, 1011010000100001111101001, True, True, 0
10000011001111101010, 11110, 1000001100111110101011110, 1000001100111110101011110, True, True, 0
11000110000001010001, 10101, 1100011000000101000110101, 1100011000000101000110101, True, True, 0
